カテゴリー,分類群,和名,学名
絶滅危惧ⅠＡ類（CR）,維管束植物,アマノホシクサ,Eriocaulon amanoanum
絶滅危惧ⅠＡ類（CR）,維管束植物,ヒュウガホシクサ,Eriocaulon echinulatum
絶滅危惧ⅠＡ類（CR）,維管束植物,エゾイヌノヒゲ,Eriocaulon perplexum
絶滅危惧ⅠＡ類（CR）,維管束植物,スイシャホシクサ,Eriocaulon truncatum
絶滅危惧ⅠＡ類（CR）,維管束植物,エゾイトイ,Juncus potaninii
絶滅危惧ⅠＡ類（CR）,維管束植物,ミヤマゼキショウ,Juncus yakeisidakensis
絶滅危惧ⅠＡ類（CR）,維管束植物,トダスゲ,Carex aequialta
絶滅危惧ⅠＡ類（CR）,維管束植物,ザラツキシラスゲ,Carex albidibasis
絶滅危惧ⅠＡ類（CR）,維管束植物,ホソスゲ,Carex disperma
絶滅危惧ⅠＡ類（CR）,維管束植物,トナカイスゲ,Carex globularis
絶滅危惧ⅠＡ類（CR）,維管束植物,ホウザンスゲ,Carex hoozanensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ヤリスゲ,Carex kabanovii
絶滅危惧ⅠＡ類（CR）,維管束植物,センジョウスゲ,Carex lehmannii
絶滅危惧ⅠＡ類（CR）,維管束植物,チャボカワズスゲ,Carex omiana var. yakushimana
絶滅危惧ⅠＡ類（CR）,維管束植物,トックリスゲ,Carex rhynchachaenium
絶滅危惧ⅠＡ類（CR）,維管束植物,コヌマスゲ,Carex rotundata
絶滅危惧ⅠＡ類（CR）,維管束植物,ダイセンアシボソスゲ,Carex scita var. parvisquama
絶滅危惧ⅠＡ類（CR）,維管束植物,ムニンヒョウタンスゲ,Carex yasuii
絶滅危惧ⅠＡ類（CR）,維管束植物,オオホウキガヤツリ,Cyperus digitatus
絶滅危惧ⅠＡ類（CR）,維管束植物,ニイガタガヤツリ,Cyperus niigatensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ヒメホウキガヤツリ,Cyperus nutans var. subprolixus
絶滅危惧ⅠＡ類（CR）,維管束植物,コウシュンスゲ,Cyperus pedunculatus
絶滅危惧ⅠＡ類（CR）,維管束植物,クロミノハリイ,Eleocharis atropurpurea
絶滅危惧ⅠＡ類（CR）,維管束植物,カヤツリマツバイ,Eleocharis retroflexa subsp. chaetaria
絶滅危惧ⅠＡ類（CR）,維管束植物,カドハリイ,Eleocharis tetraquetra var. tsurumachii
絶滅危惧ⅠＡ類（CR）,維管束植物,エゾワタスゲ,Eriophorum scheuchzeri var. tenuifolium
絶滅危惧ⅠＡ類（CR）,維管束植物,トモエバテンツキ,Fimbristylis fimbristyloides
絶滅危惧ⅠＡ類（CR）,維管束植物,イッスンテンツキ,Fimbristylis kadzusana
絶滅危惧ⅠＡ類（CR）,維管束植物,ウナヅキテンツキ,Fimbristylis nutans
絶滅危惧ⅠＡ類（CR）,維管束植物,ビャッコイ,Isolepis crassiuscula
絶滅危惧ⅠＡ類（CR）,維管束植物,ミクリガヤ,Rhynchospora malasica
絶滅危惧ⅠＡ類（CR）,維管束植物,ホソバシンジュガヤ,Scleria biflora
絶滅危惧ⅠＡ類（CR）,維管束植物,キリシマノガリヤス,Calamagrostis autumnalis subsp. autumnalis
絶滅危惧ⅠＡ類（CR）,維管束植物,ビロードメヒシバ,Digitaria mollicoma
絶滅危惧ⅠＡ類（CR）,維管束植物,タイシャクカモジ,Elymus pendulinus var. pendulinus
絶滅危惧ⅠＡ類（CR）,維管束植物,エゾムギ,Elymus sibiricus
絶滅危惧ⅠＡ類（CR）,維管束植物,タカネエゾムギ,Elymus yubaridakensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ケナシハイチゴザサ,Isachne lutchuensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ヒメハイチゴザサ,Isachne myosotis
絶滅危惧ⅠＡ類（CR）,維管束植物,ヒメカモノハシ,Ischaemum indicum
絶滅危惧ⅠＡ類（CR）,維管束植物,ヒメウシノシッペイ,Mnesithea laevis var. cochinchinensis
絶滅危惧ⅠＡ類（CR）,維管束植物,オオヌカキビ,Panicum paludosum
絶滅危惧ⅠＡ類（CR）,維管束植物,イネガヤ,Piptatherum kuoi
絶滅危惧ⅠＡ類（CR）,維管束植物,キタダケイチゴツナギ,Poa glauca var. kitadakensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ハラヌメリ,Sacciolepis myosuroides
絶滅危惧ⅠＡ類（CR）,維管束植物,コモロコシガヤ,Sorghum nitidum var. nitidum
絶滅危惧ⅠＡ類（CR）,維管束植物,ヒメネズミノオ,Sporobolus hancei
絶滅危惧ⅠＡ類（CR）,維管束植物,エゾオオケマン,Corydalis gigantea
絶滅危惧ⅠＡ類（CR）,維管束植物,ホウザンツヅラフジ,Cocculus orbiculatus
絶滅危惧ⅠＡ類（CR）,維管束植物,ホウライツヅラフジ,Pericampylus formosanus
絶滅危惧ⅠＡ類（CR）,維管束植物,イイデトリカブト,Aconitum iidemontanum
絶滅危惧ⅠＡ類（CR）,維管束植物,コウライブシ,Aconitum jaluense subsp. jaluense
絶滅危惧ⅠＡ類（CR）,維管束植物,イヤリトリカブト,Aconitum japonicum subsp. maritimum var. iyariense
絶滅危惧ⅠＡ類（CR）,維管束植物,キタダケトリカブト,Aconitum kitadakense
絶滅危惧ⅠＡ類（CR）,維管束植物,オンタケブシ,Aconitum metajaponicum
絶滅危惧ⅠＡ類（CR）,維管束植物,オオサワトリカブト,Aconitum senanense subsp. senanense var. isidzukae
絶滅危惧ⅠＡ類（CR）,維管束植物,キリギシソウ,Callianthemum kirigishiense
絶滅危惧ⅠＡ類（CR）,維管束植物,ヒダカソウ,Callianthemum miyabeanum
絶滅危惧ⅠＡ類（CR）,維管束植物,コウヤハンショウヅル,Clematis obvallata var. obvallata
絶滅危惧ⅠＡ類（CR）,維管束植物,リュウキュウヒキノカサ,Ranunculus ternatus var. lutchuensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ウリュウキンポウゲ,Ranunculus uryuensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ヤツガタケキンポウゲ,Ranunculus yatsugatakensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ミョウギカラマツ,Thalictrum minus var. chionophyllum
絶滅危惧ⅠＡ類（CR）,維管束植物,ムラサキカラマツ,Thalictrum uchiyamae
絶滅危惧ⅠＡ類（CR）,維管束植物,ウジカラマツ,Thalictrum ujiinsulare
絶滅危惧ⅠＡ類（CR）,維管束植物,レブンキンバイソウ,Trollius rebunensis
絶滅危惧ⅠＡ類（CR）,維管束植物,タイワンアサマツゲ,Buxus microphylla subsp. sinica
絶滅危惧ⅠＡ類（CR）,維管束植物,ヒゴミズキ,Corylopsis gotoana var. pubescens
絶滅危惧ⅠＡ類（CR）,維管束植物,クロミノハリスグリ,Ribes horridum
絶滅危惧ⅠＡ類（CR）,維管束植物,アマミチャルメルソウ,Asimitellaria amamiana
絶滅危惧ⅠＡ類（CR）,維管束植物,オオチダケサシ,Astilbe chinensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ツシマアカショウマ,Astilbe tsushimensis
絶滅危惧ⅠＡ類（CR）,維管束植物,キヨシソウ,Saxifraga bracteata
絶滅危惧ⅠＡ類（CR）,維管束植物,ユウバリクモマグサ,Saxifraga bronchialis subsp. funstonii var. yuparensis
絶滅危惧ⅠＡ類（CR）,維管束植物,エゾノクモマグサ,Saxifraga nishidae
絶滅危惧ⅠＡ類（CR）,維管束植物,オオチチッパベンケイ,Hylotelephium sordidum var. oishii
絶滅危惧ⅠＡ類（CR）,維管束植物,ナナツガママンネングサ,Sedum drymarioides
絶滅危惧ⅠＡ類（CR）,維管束植物,ハマヤブガラシ,Causonis maritima
絶滅危惧ⅠＡ類（CR）,維管束植物,エゾモメンヅル,Astragalus japonicus
絶滅危惧ⅠＡ類（CR）,維管束植物,ガランピネムチャ,Chamaecrista garambiensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ガクタヌキマメ,Crotalaria calycina
絶滅危惧ⅠＡ類（CR）,維管束植物,ヤエヤマタヌキマメ,Crotalaria montana var. angustifolia
絶滅危惧ⅠＡ類（CR）,維管束植物,エダウチタヌキマメ,Crotalaria uncinella
絶滅危惧ⅠＡ類（CR）,維管束植物,モダマ,Entada tonkinensis
絶滅危惧ⅠＡ類（CR）,維管束植物,タイワンミヤマトベラ,Euchresta formosana
絶滅危惧ⅠＡ類（CR）,維管束植物,ホソバツルマメ,Glycine max subsp. formosana
絶滅危惧ⅠＡ類（CR）,維管束植物,ボウコツルマメ,Glycine tabacina
絶滅危惧ⅠＡ類（CR）,維管束植物,タシロマメ,Intsia bijuga
絶滅危惧ⅠＡ類（CR）,維管束植物,レブンソウ,Oxytropis megalantha
絶滅危惧ⅠＡ類（CR）,維管束植物,ウチワツナギ,Phyllodium pulchellum
絶滅危惧ⅠＡ類（CR）,維管束植物,ヤエヤマシタン,Pterocarpus vidalianus
絶滅危惧ⅠＡ類（CR）,維管束植物,ツクシムレスズメ,Sophora franchetiana
絶滅危惧ⅠＡ類（CR）,維管束植物,タデハギ,Tadehagi triquetrum subsp. triquetrum
絶滅危惧ⅠＡ類（CR）,維管束植物,ホソバフジボグサ,Uraria picta
絶滅危惧ⅠＡ類（CR）,維管束植物,サクヤアカササゲ,Vigna vexillata var. vexillata
絶滅危惧ⅠＡ類（CR）,維管束植物,スナジマメ,Zornia cantoniensis
絶滅危惧ⅠＡ類（CR）,維管束植物,リュウキュウヒメハギ,Polygala longifolia
絶滅危惧ⅠＡ類（CR）,維管束植物,シンチクヒメハギ,Polygala polifolia
絶滅危惧ⅠＡ類（CR）,維管束植物,ツクシカイドウ,Malus hupehensis
絶滅危惧ⅠＡ類（CR）,維管束植物,モロツカウワミズザクラ,Padus nakatakei
絶滅危惧ⅠＡ類（CR）,維管束植物,オオカナメモチ,Photinia serratifolia
絶滅危惧ⅠＡ類（CR）,維管束植物,コバノアマミフユイチゴ,Rubus amamianus var. minor
絶滅危惧ⅠＡ類（CR）,維管束植物,チシマイチゴ,Rubus arcticus
絶滅危惧ⅠＡ類（CR）,維管束植物,チチジマイチゴ,Rubus nakaii
絶滅危惧ⅠＡ類（CR）,維管束植物,タンゴグミ,Elaeagnus arakiana
絶滅危惧ⅠＡ類（CR）,維管束植物,ヒメクロウメモドキ,Rhamnus kanagusukii
絶滅危惧ⅠＡ類（CR）,維管束植物,サキシマエノキ,Celtis biondii var. insularis
絶滅危惧ⅠＡ類（CR）,維管束植物,オオヤマイチジク,Ficus iidaiana
絶滅危惧ⅠＡ類（CR）,維管束植物,オガサワラグワ,Morus boninensis
絶滅危惧ⅠＡ類（CR）,維管束植物,アマミサンショウソウ,Elatostema oshimense
絶滅危惧ⅠＡ類（CR）,維管束植物,ヒメトキホコリ,Elatostema yakushimense
絶滅危惧ⅠＡ類（CR）,維管束植物,ヨナクニトキホコリ,Elatostema yonakuniense
絶滅危惧ⅠＡ類（CR）,維管束植物,セキモンウライソウ,Procris boninensis
絶滅危惧ⅠＡ類（CR）,維管束植物,イシガキカラスウリ,Trichosanthes homophylla var. ishigakiensis
絶滅危惧ⅠＡ類（CR）,維管束植物,サツマスズメウリ,Zehneria perpusilla var. deltifrons
絶滅危惧ⅠＡ類（CR）,維管束植物,ナガバヒゼンマユミ,Euonymus oblongifolius
絶滅危惧ⅠＡ類（CR）,維管束植物,アンドンマユミ,Euonymus oligospermus
絶滅危惧ⅠＡ類（CR）,維管束植物,アマミカタバミ,Oxalis exilis
絶滅危惧ⅠＡ類（CR）,維管束植物,セキモンノキ,Claoxylon centinarium
絶滅危惧ⅠＡ類（CR）,維管束植物,リュウキュウタイゲキ,Euphorbia liukiuensis
絶滅危惧ⅠＡ類（CR）,維管束植物,アマミナツトウダイ,Euphorbia sieboldiana var. ohsumiensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ヒュウガタイゲキ,Euphorbia watanabei subsp. minamitanii
絶滅危惧ⅠＡ類（CR）,維管束植物,アカハダコバンノキ,Margaritaria indica
絶滅危惧ⅠＡ類（CR）,維管束植物,ドナンコバンノキ,Phyllanthus oligospermus subsp. donanensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ササキカズラ,Ryssopterys timoriensis
絶滅危惧ⅠＡ類（CR）,維管束植物,エゾマメヤナギ,Salix nummularia
絶滅危惧ⅠＡ類（CR）,維管束植物,アマミスミレ,Viola amamiana
絶滅危惧ⅠＡ類（CR）,維管束植物,シロコスミレ,Viola lactiflora
絶滅危惧ⅠＡ類（CR）,維管束植物,シマジリスミレ,Viola okinawensis
絶滅危惧ⅠＡ類（CR）,維管束植物,イシガキスミレ,Viola tashiroi var. tairae
絶滅危惧ⅠＡ類（CR）,維管束植物,マツバニンジン,Linum stelleroides
絶滅危惧ⅠＡ類（CR）,維管束植物,タシロカワゴケソウ,Cladopus fukienensis
絶滅危惧ⅠＡ類（CR）,維管束植物,カワゴケソウ,Cladopus japonicus
絶滅危惧ⅠＡ類（CR）,維管束植物,オオヨドカワゴロモ,Hydrobryum koribanum
絶滅危惧ⅠＡ類（CR）,維管束植物,センカクオトギリ,Hypericum senkakuinsulare
絶滅危惧ⅠＡ類（CR）,維管束植物,トサオトギリ,Hypericum tosaense
絶滅危惧ⅠＡ類（CR）,維管束植物,テリハモモタマナ,Terminalia nitens
絶滅危惧ⅠＡ類（CR）,維管束植物,ミズスギナ,Rotala hippuris
絶滅危惧ⅠＡ類（CR）,維管束植物,エダウチアカバナ,Epilobium fastigiatoramosum
絶滅危惧ⅠＡ類（CR）,維管束植物,ムニンフトモモ,Metrosideros boninensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ムニンノボタン,Melastoma tetramerum var. tetramerum
絶滅危惧ⅠＡ類（CR）,維管束植物,ナガバキブシ,Stachyurus macrocarpus var. macrocarpus
絶滅危惧ⅠＡ類（CR）,維管束植物,ハザクラキブシ,Stachyurus macrocarpus var. prunifolius
絶滅危惧ⅠＡ類（CR）,維管束植物,タイワンフシノキ,Rhus javanica var. javanica
絶滅危惧ⅠＡ類（CR）,維管束植物,アマミカジカエデ,Acer amamiense
絶滅危惧ⅠＡ類（CR）,維管束植物,コウライタチバナ,Citrus nippokoreana
絶滅危惧ⅠＡ類（CR）,維管束植物,ホソバハマセンダン,Tetradium taiwanense
絶滅危惧ⅠＡ類（CR）,維管束植物,センカクトロロアオイ,Abelmoschus moschatus var. betulifolius
絶滅危惧ⅠＡ類（CR）,維管束植物,ヒシバウオトリギ,Grewia rhombifolia
絶滅危惧ⅠＡ類（CR）,維管束植物,ブンゴボダイジュ,Tilia chinensis var. intonsa
絶滅危惧ⅠＡ類（CR）,維管束植物,チュウゴクボダイジュ,Tilia chugokuensis
絶滅危惧ⅠＡ類（CR）,維管束植物,マンシュウボダイジュ,Tilia mandshurica var. mandshurica
絶滅危惧ⅠＡ類（CR）,維管束植物,ケナシハテルマカズラ,Triumfetta procumbens var. glaberrima
絶滅危惧ⅠＡ類（CR）,維管束植物,オオシマガンピ,Diplomorpha phymatoglossa
絶滅危惧ⅠＡ類（CR）,維管束植物,ハナナズナ,Berteroella maximowiczii
絶滅危惧ⅠＡ類（CR）,維管束植物,ヘラハタザオ,Catolobus ligulifolius
絶滅危惧ⅠＡ類（CR）,維管束植物,ハナハタザオ,Dontostemon dentatus var. dentatus
絶滅危惧ⅠＡ類（CR）,維管束植物,シリベシナズナ,Draba igarashii
絶滅危惧ⅠＡ類（CR）,維管束植物,ソウウンナズナ,Draba nakaiana
絶滅危惧ⅠＡ類（CR）,維管束植物,センカクハマサジ,Limonium senkakuense
絶滅危惧ⅠＡ類（CR）,維管束植物,タイワンハマサジ,Limonium sinense
絶滅危惧ⅠＡ類（CR）,維管束植物,ナンブトラノオ,Bistorta hayachinensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ダイトウサクラタデ,Persicaria taitoinsularis
絶滅危惧ⅠＡ類（CR）,維管束植物,ムジナモ,Aldrovanda vesiculosa
絶滅危惧ⅠＡ類（CR）,維管束植物,コバノミミナグサ,Cerastium furcatum var. ibukiense
絶滅危惧ⅠＡ類（CR）,維管束植物,エゾタカネツメクサ,Minuartia arctica var. arctica
絶滅危惧ⅠＡ類（CR）,維管束植物,チシマツメクサ,Sagina saginoides
絶滅危惧ⅠＡ類（CR）,維管束植物,アポイマンテマ,Silene repens var. apoiensis
絶滅危惧ⅠＡ類（CR）,維管束植物,トカチビランジ,Silene tokachiensis
絶滅危惧ⅠＡ類（CR）,維管束植物,タカネマンテマ,Silene uralensis
絶滅危惧ⅠＡ類（CR）,維管束植物,カンチヤチハコベ,Stellaria calycantha
絶滅危惧ⅠＡ類（CR）,維管束植物,イトハコベ,Stellaria filicaulis
絶滅危惧ⅠＡ類（CR）,維管束植物,オオイワツメクサ,Stellaria nipponica var. yezoensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ミドリアカザ,Chenopodium bryoniifolium
絶滅危惧ⅠＡ類（CR）,維管束植物,イワアカザ,Chenopodium gracilispicum
絶滅危惧ⅠＡ類（CR）,維管束植物,インドヒモカズラ,Deeringia polysperma
絶滅危惧ⅠＡ類（CR）,維管束植物,ヤエヤマヤマボウシ,Cornus kousa var. chinensis
絶滅危惧ⅠＡ類（CR）,維管束植物,コミノヒメウツギ,Deutzia hatusimae
絶滅危惧ⅠＡ類（CR）,維管束植物,オキナワヒメウツギ,Deutzia naseana var. amanoi
絶滅危惧ⅠＡ類（CR）,維管束植物,トカラタマアジサイ,Hydrangea involucrata var. tokarensis
絶滅危惧ⅠＡ類（CR）,維管束植物,エンシュウツリフネソウ,Impatiens hypophylla var. microhypophylla
絶滅危惧ⅠＡ類（CR）,維管束植物,ハナシノブ,Polemonium caeruleum subsp. kiushianum
絶滅危惧ⅠＡ類（CR）,維管束植物,ゴバンノアシ,Barringtonia asiatica
絶滅危惧ⅠＡ類（CR）,維管束植物,クニガミヒサカキ,Eurya zigzag
絶滅危惧ⅠＡ類（CR）,維管束植物,ヒメミヤマコナスビ,Lysimachia liukiuensis
絶滅危惧ⅠＡ類（CR）,維管束植物,マルバタイミンタチバナ,Myrsine okabeana
絶滅危惧ⅠＡ類（CR）,維管束植物,チチブイワザクラ,Primula reinii var. rhodotricha
絶滅危惧ⅠＡ類（CR）,維管束植物,ウチダシクロキ,Symplocos kawakamii
絶滅危惧ⅠＡ類（CR）,維管束植物,アマミイワウチワ,Shortia rotundifolia f. amamiana
絶滅危惧ⅠＡ類（CR）,維管束植物,イチゲイチヤクソウ,Moneses uniflora
絶滅危惧ⅠＡ類（CR）,維管束植物,キリシマギンリョウソウ,Monotropastrum kirishimense
絶滅危惧ⅠＡ類（CR）,維管束植物,リュウキュウアセビ,Pieris koidzumiana
絶滅危惧ⅠＡ類（CR）,維管束植物,ムニンツツジ,Rhododendron boninense
絶滅危惧ⅠＡ類（CR）,維管束植物,ハヤトミツバツツジ,Rhododendron dilatatum var. satsumense
